Gid	Name	CPM-N1	CPM-N2	CPM-N3	CPM-P1	CPM-P2	CPM-P3	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Tag
ENSG00000104973.18	MED25	122.1321	47.8823	81.7828	56.1392	66.1802	59.8844	7436.9756	-0.0236	0.4107	-0.0573	0.9543	0.9813	NC
ENSG00000104960.15	PTOV1	95.1132	43.8675	65.611	24.5759	50.3772	66.7179	5599.9505	-0.3054	0.2717	-1.124	0.261	0.5154	NC
ENSG00000268047.1	AC018766.1	1.5367	1.1795	1.866	0.4186	0.7905	1.1233	112.6945	-0.7789	0.3254	-2.3936	0.0167	0.1057	NC
ENSG00000269352.1	PTOV1-AS2	14.3908	6.9521	9.9331	3.349	7.5398	9.4971	833.6203	-0.4102	0.2852	-1.4382	0.1504	0.3817	NC
ENSG00000039650.12	PNKP	72.1258	31.5737	66.4968	21.7317	49.6239	59.1951	4830.9105	-0.1341	0.2594	-0.5168	0.6053	0.7939	NC
ENSG00000204673.10	AKT1S1	21.8213	15.1631	20.9782	27.1	23.8201	25.0533	2497.3204	0.8163	0.4459	1.8307	0.0671	0.2409	NC
ENSG00000104946.13	TBC1D17	50.8108	30.6324	46.0087	15.4769	28.2873	33.2994	3367.4239	-0.4811	0.2351	-2.0465	0.0407	0.1808	NC
ENSG00000104951.16	IL4I1	1.3198	1.1908	2.3183	1.3729	2.4089	0.6468	167.6082	0.3148	0.6267	0.5024	0.6154	0.8011	NC
ENSG00000213024.11	NUP62	24.6054	22.3761	33.927	17.0345	39.3844	42.2518	3034.8847	0.4651	0.3097	1.5015	0.1332	0.3561	NC
ENSG00000169136.11	ATF5	8.3977	4.5478	13.4577	14.6212	12.626	7.9057	1171.4599	1.0076	0.5701	1.7675	0.0772	0.2605	NC
ENSG00000161640.15	SIGLEC11	1.2022	0.3856	1.1497	5.239	7.2415	19.6069	584.5438	3.7813	0.4301	8.7914	0	0	Up
ENSG00000161643.12	SIGLEC16	2.8926	0.8846	2.9215	10.8597	10.5676	30.4741	1018.1153	3.2617	0.4475	7.2885	0	0	Up
ENSG00000105053.11	VRK3	47.412	18.5428	41.8621	17.6008	29.0703	42.1752	3188.9064	0.0138	0.2773	0.0498	0.9603	0.9841	NC
ENSG00000142528.16	ZNF473	14.6078	7.1903	9.6315	4.3648	11.5297	8.1015	919.5329	-0.1272	0.3646	-0.3488	0.7273	0.8697	NC
ENSG00000269091.6	AC010624.3	2.5401	1.4517	2.2806	0.6957	1.8943	1.5828	170.8245	-0.3587	0.3353	-1.0696	0.2848	0.5406	NC
ENSG00000131398.14	KCNC3	12.6643	2.6652	20.2431	2.6657	13.0138	14.3222	981.7739	0.0053	0.595	0.0089	0.9929	0.9972	NC
ENSG00000131408.15	NR1H2	73.2648	41.191	64.6874	47.7851	63.2642	74.2322	6299.0285	0.3782	0.3008	1.2573	0.2086	0.4574	NC
ENSG00000131401.11	NAPSB	35.0279	9.3791	37.9416	16.308	76.4048	70.9558	3901.7307	1.2319	0.4857	2.5363	0.0112	0.0817	NC
ENSG00000131400.8	NAPSA	1.2836	1.1228	1.2063	0.2832	1.0143	1.6339	105.6092	-0.2815	0.4661	-0.6038	0.546	0.7531	NC
ENSG00000062822.14	POLD1	17.1659	13.7341	17.7174	7.7939	20.2702	22.228	1649.6853	0.1973	0.3039	0.649	0.5163	0.734	NC
ENSG00000269404.7	SPIB	4.348	2.96	6.4838	1.0527	4.1987	6.4761	397.9733	-0.1417	0.4392	-0.3227	0.7469	0.88	NC
ENSG00000161671.16	EMC10	51.552	35.7019	62.0109	19.5216	56.1047	60.7439	4659.7504	0.041	0.2959	0.1385	0.8898	0.9542	NC
ENSG00000161677.11	JOSD2	8.0632	6.0788	11.6671	4.4141	9.628	10.4587	836.1877	0.1518	0.292	0.5197	0.6033	0.7926	NC
ENSG00000204653.10	ASPDH	1.3288	1.7352	2.1864	0.4371	0.9248	1.7786	138.3332	-0.6877	0.4546	-1.5129	0.1303	0.3517	NC
ENSG00000105472.13	CLEC11A	1.9977	1.3383	3.1288	1.8961	4.6387	3.387	280.4834	0.9121	0.3791	2.4058	0.0161	0.1036	NC
ENSG00000167747.14	C19orf48	10.8564	7.8934	10.8189	3.3983	9.5385	12.1011	890.3529	-0.114	0.3125	-0.3649	0.7152	0.8618	NC
ENSG00000142544.7	CTU1	1.9344	3.2209	5.1079	0.8927	2.4312	2.9529	273.7544	-0.6116	0.4832	-1.2655	0.2057	0.4545	NC
ENSG00000129450.8	SIGLEC9	30.698	5.353	27.33	41.1056	39.899	75.2278	3843.2302	1.7557	0.5139	3.4162	6e-4	0.0117	NC
ENSG00000168995.13	SIGLEC7	14.0744	4.0941	13.5896	5.4914	9.7846	9.5481	918.8053	0.0332	0.3806	0.0873	0.9304	0.9708	NC
ENSG00000171101.13	SIGLEC17P	19.2992	5.7046	14.4001	1.0958	2.1255	1.5828	660.5233	-2.6398	0.4036	-6.5406	0	0	Down
ENSG00000268849.5	SIGLEC22P	4.6282	0.2155	4.2409	4.334	6.7269	10.9948	515.5911	1.7128	0.7327	2.3376	0.0194	0.1158	NC
ENSG00000105383.15	CD33	40.7047	2.0868	39.2987	62.2339	60.3333	160.3442	6183.5772	2.2253	0.7482	2.9742	0.0029	0.0343	NC
ENSG00000186806.5	VSIG10L	0.7955	0.2495	0.9047	1.7299	1.0888	2.4849	133.7937	1.9196	0.5346	3.5909	3e-4	0.0075	Up
ENSG00000105379.9	ETFB	10.0248	7.0315	10.3477	6.1932	9.6429	10.5013	923.6155	0.2222	0.2906	0.7644	0.4446	0.6808	NC
ENSG00000160318.6	CLDND2	12.7547	6.0448	12.6661	1.9885	3.8631	2.7742	634.2491	-1.5116	0.3508	-4.3086	0	7e-4	Down
ENSG00000105374.10	NKG7	559.7956	248.8245	494.67380000000003	53.8245	272.3649	131.0615	27451.1656	-1.2746	0.4745	-2.6859	0.0072	0.0614	NC
ENSG00000105370.7	LIM2	4.3118	1.0774	3.2608	0.1908	0.701	0.4	146.3356	-2.4123	0.5063	-4.7645	0	1e-4	Down
ENSG00000262874.2	C19orf84	4.5468	1.2589	7.2566	0.2401	1.2753	0.5957	219.6834	-2.3019	0.607	-3.7925	1e-4	0.004	Down
ENSG00000142512.15	SIGLEC10	75.3529	13.5413	43.8412	27.8264	24.9686	34.1419	3613.5949	-0.0849	0.5237	-0.162	0.8713	0.9461	NC
ENSG00000254521.7	SIGLEC12	0.0181	0.0227	0.0377	0.117	3.1323	1.4382	76.6801	6.0016	1.0323	5.8135	0	0	Up
ENSG00000105492.16	SIGLEC6	2.061	1.2815	3.2042	0.3017	1.9465	2.5104	173.2494	-0.3747	0.5359	-0.6992	0.4844	0.7112	NC
ENSG00000105497.8	ZNF175	5.5864	3.3003	4.8252	5.2575	5.1086	9.6418	590.7178	0.8456	0.3556	2.3782	0.0174	0.1083	NC
ENSG00000105501.12	SIGLEC5	3.661	0.2722	0.9424	1.0958	0.9919	1.5233	137.5138	0.1065	0.7307	0.1457	0.8842	0.9516	NC
ENSG00000254415.3	SIGLEC14	17.3015	3.2889	14.7771	1.0897	19.1441	1.9488	876.5118	-0.3609	0.8856	-0.4075	0.6837	0.8432	NC
ENSG00000182310.14	SPACA6	1.7627	0.9413	1.2063	0.4125	0.7532	1.1403	100.9223	-0.5657	0.3452	-1.6386	0.1013	0.3063	NC
ENSG00000171051.8	FPR1	495.4437	41.0889	148.9205	179.7514	134.7617	256.4554	20654.595	0.2867	0.6895	0.4157	0.6776	0.8395	NC
ENSG00000171049.9	FPR2	62.4898	6.2149	16.4923	15.3907	9.7622	14.7562	2015.0535	-0.4619	0.7091	-0.6514	0.5148	0.7328	NC
ENSG00000187474.5	FPR3	0.5966	0.1134	1.4325	2.3886	2.7146	0.5191	157.8354	2.1469	0.8752	2.453	0.0142	0.0955	NC
ENSG00000161551.14	ZNF577	13.4598	7.1789	10.7435	1.8161	4.5269	12.2883	774.0226	-0.7008	0.4532	-1.5465	0.122	0.3391	NC
ENSG00000198093.11	ZNF649	2.3322	1.1795	2.6388	1.1943	2.2373	2.6806	202.5945	0.272	0.2847	0.9555	0.3393	0.5938	NC
ENSG00000176024.18	ZNF613	1.3559	0.8959	1.244	0.868	1.2827	2.587	137.4482	0.6144	0.3477	1.7672	0.0772	0.2605	NC
ENSG00000269235.2	ZNF350-AS1	5.7129	2.4043	6.2765	1.6006	3.4529	4.2805	376.4068	-0.3547	0.2996	-1.1839	0.2364	0.4891	NC
ENSG00000256683.7	ZNF350	15.1773	7.746	12.8545	5.5345	8.1513	12.3905	1017.9481	-0.1897	0.2594	-0.7314	0.4646	0.6963	NC
ENSG00000197619.14	ZNF615	5.5141	3.3797	4.599	1.9208	4.1167	5.574	412.5012	-0.0377	0.2734	-0.138	0.8902	0.9543	NC
ENSG00000142556.19	ZNF614	3.3446	2.495	3.0157	1.459	4.2882	3.8295	308.8565	0.2741	0.348	0.7876	0.4309	0.6709	NC
ENSG00000256087.7	ZNF432	9.4824	6.5892	10.2912	3.0843	7.1147	9.1907	746.8437	-0.2694	0.2651	-1.0164	0.3094	0.5643	NC
ENSG00000197608.11	ZNF841	21.3964	8.5059	16.3603	6.8335	15.4003	23.113	1465.5533	0.1838	0.302	0.6087	0.5428	0.7506	NC
ENSG00000204611.7	ZNF616	2.9378	2.2455	3.3738	1.2867	2.1553	4.323	267.4592	0.0061	0.3349	0.0181	0.9856	0.9946	NC
ENSG00000196267.12	ZNF836	3.9412	2.7899	3.9204	1.2682	2.1105	2.4849	274.7496	-0.6161	0.2888	-2.1333	0.0329	0.1596	NC
ENSG00000105568.18	PPP2R1A	57.491	45.7161	75.544	43.1248	74.4657	92.537	6620.3042	0.4659	0.2726	1.7089	0.0875	0.2811	NC
ENSG00000196214.11	ZNF766	14.2733	15.1064	16.8315	5.9162	10.3514	14.0584	1298.0203	-0.4572	0.3442	-1.3282	0.1841	0.4267	NC
ENSG00000198464.14	ZNF480	6.4451	5.3984	7.6524	2.7149	5.5038	9.863	615.4738	0.0068	0.3299	0.0206	0.9836	0.9934	NC
ENSG00000221923.9	ZNF880	7.0327	6.7366	4.222	0.9665	4.9147	6.408	498.0828	-0.6046	0.5457	-1.1079	0.2679	0.5231	NC
ENSG00000269834.6	ZNF528-AS1	5.1525	3.1982	5.6545	0.4494	1.4692	1.7275	275.6782	-1.7876	0.3376	-5.2957	0	0	Down
ENSG00000167555.14	ZNF528	17.645	6.1242	13.0053	2.167	8.8747	8.8674	873.6992	-0.6871	0.4077	-1.6854	0.0919	0.2898	NC
ENSG00000198482.13	ZNF808	31.3127	9.64	28.1971	9.4868	15.3108	21.1642	1832.4781	-0.2504	0.3402	-0.7361	0.4616	0.6942	NC
ENSG00000167562.12	ZNF701	12.7185	5.1035	8.8587	3.349	5.8767	7.7355	704.4716	-0.3753	0.289	-1.2984	0.1941	0.4402	NC
ENSG00000123870.10	ZNF137P	4.0045	1.5311	2.1487	0.9296	1.8421	3.5742	222.4195	-0.1026	0.3984	-0.2575	0.7968	0.908	NC
ENSG00000167766.18	ZNF83	106.7199	48.2792	80.7461	19.577	56.1644	54.4381	5827.7834	-0.6346	0.3064	-2.0708	0.0384	0.1746	NC
ENSG00000268970.1	AC022150.2	1.5277	1.2815	1.5267	0.3632	0.5966	1.0297	104.2092	-0.9719	0.3672	-2.6466	0.0081	0.0663	NC
ENSG00000269825.1	AC022150.4	11.6699	3.7086	10.5362	1.9392	5.9289	4.3571	592.8047	-0.7737	0.3992	-1.9381	0.0526	0.2102	NC
ENSG00000213020.10	ZNF611	21.8665	10.7287	19.6588	5.159	10.2171	11.5054	1273.3576	-0.6912	0.2403	-2.8762	0.004	0.042	NC
ENSG00000189190.10	ZNF600	62.5621	20.9698	42.5406	6.5995	14.6992	19.9898	2566.6645	-1.3604	0.3248	-4.1888	0	0.0011	Down
ENSG00000198538.11	ZNF28	10.3773	3.0054	7.8597	2.8811	4.7058	6.7484	565.4521	-0.2415	0.3531	-0.684	0.494	0.7175	NC
ENSG00000204604.11	ZNF468	9.5728	4.3663	7.8032	4.4572	6.0706	10.0162	701.3803	0.2007	0.2882	0.6962	0.4863	0.7121	NC
ENSG00000182986.13	ZNF320	3.3988	1.5084	3.8639	1.0219	1.141	2.1105	208.5163	-0.7057	0.3614	-1.9526	0.0509	0.206	NC
ENSG00000213793.5	ZNF888	7.1683	2.2909	6.1445	3.5152	5.2726	9.6673	552.9499	0.5334	0.3525	1.5133	0.1302	0.3516	NC
ENSG00000213801.4	ZNF321P	1.835	1.5651	1.6398	0.8496	1.5288	2.2466	163.2901	0.0247	0.3487	0.0707	0.9436	0.9766	NC
ENSG00000180257.13	ZNF816	1.9977	1.7239	1.6963	0.9481	1.5214	2.6636	178.2254	0.054	0.3707	0.1456	0.8842	0.9516	NC
ENSG00000170949.17	ZNF160	39.403	20.4254	34.0777	10.8289	20.7922	30.5337	2518.8864	-0.3795	0.2373	-1.599	0.1098	0.3202	NC
ENSG00000197937.12	ZNF347	4.8452	2.9941	5.4095	1.5021	3.0875	4.9953	367.3397	-0.288	0.2835	-1.0159	0.3097	0.5645	NC
ENSG00000197497.11	ZNF665	1.6723	2.0414	1.5833	0.2463	0.6861	1.3531	126.2313	-1.2548	0.5152	-2.4354	0.0149	0.0986	NC
ENSG00000269001.2	AC092070.2	10.5671	4.3663	7.8032	2.0747	4.2286	9.8971	605.6556	-0.3459	0.3907	-0.8854	0.3759	0.6258	NC
ENSG00000197928.10	ZNF677	4.1401	3.9921	3.9393	0.8249	4.3106	4.5358	354.9268	-0.3093	0.486	-0.6365	0.5245	0.7388	NC
ENSG00000213799.13	ZNF845	6.1016	2.7105	4.0335	2.5918	4.1167	5.2421	414.4259	0.1817	0.3053	0.5951	0.5518	0.7572	NC
ENSG00000203326.12	ZNF525	8.8767	6.1015	8.0105	1.9577	6.3689	7.6845	629.823	-0.41	0.3442	-1.1912	0.2336	0.4859	NC
ENSG00000196417.13	ZNF765	6.8519	4.8086	6.4461	3.7615	7.1072	9.0035	640.6698	0.3366	0.262	1.2847	0.1989	0.4459	NC
ENSG00000241015.2	TPM3P9	16.0631	11.4659	16.5111	7.486	9.173	18.0751	1316.1025	-0.1258	0.3145	-0.3999	0.6892	0.8467	NC
ENSG00000287608.1	AC022137.4	6.2101	1.5537	4.3917	2.8627	3.3187	6.2208	401.9306	0.3929	0.4209	0.9335	0.3506	0.6036	NC
ENSG00000160336.15	ZNF761	9.7988	6.2036	7.1812	4.0077	7.0401	11.0119	753.3031	0.1048	0.2982	0.3515	0.7252	0.8687	NC
ENSG00000198346.11	ZNF813	3.1638	4.0941	3.9016	1.4775	2.6475	3.9146	328.7093	-0.3756	0.4098	-0.9164	0.3595	0.6117	NC
ENSG00000130844.18	ZNF331	16.3072	22.6369	17.1143	7.6584	18.443	18.2538	1747.5508	-0.264	0.4463	-0.5916	0.5541	0.7588	NC
ENSG00000142405.21	NLRP12	38.4719	5.4664	32.9091	34.6291	24.9984	87.0992	3716.1721	1.3362	0.5996	2.2283	0.0259	0.1375	NC
ENSG00000228323.2	AC008440.1	5.6316	4.0715	7.6336	0.5541	1.6332	2.1871	339.8981	-1.844	0.3439	-5.3626	0	0	Down
ENSG00000179820.16	MYADM	678.8543	133.9955	515.3881	167.8328	336.084	472.6419	35798.6818	-0.1138	0.4362	-0.2609	0.7941	0.9061	NC
ENSG00000189068.11	VSTM1	12.9083	1.7919	9.0095	6.7227	5.0787	15.454	827.7348	0.6197	0.5862	1.0572	0.2904	0.5463	NC
ENSG00000248385.8	TARM1	0.1537	0.068	0.0754	4.0878	0.1044	0.3149	140.6426	4.8945	1.2231	4.0017	NA	NA	NC
ENSG00000170909.13	OSCAR	42.7928	4.9561	51.5124	53.1103	39.101	77.6617	4708.0644	1.3266	0.6509	2.0379	0.0416	0.1832	NC
ENSG00000170906.16	NDUFA3	26.9828	11.0689	17.3027	18.1057	21.2546	31.0868	2171.0196	0.6929	0.3461	2.0019	0.0453	0.193	NC
ENSG00000105619.13	TFPT	7.0327	5.5685	7.1624	6.0455	7.7188	9.8971	764.5534	0.5339	0.3321	1.6079	0.1079	0.3174	NC
ENSG00000105618.14	PRPF31	16.0722	15.9003	19.9038	8.9389	18.0403	21.0025	1696.5754	0.0533	0.3222	0.1655	0.8685	0.9447	NC
ENSG00000237017.1	AC245052.4	1.7446	1.4403	1.6963	0.4987	1.2529	1.6679	136.6098	-0.395	0.3571	-1.1061	0.2687	0.5237	NC
ENSG00000088038.19	CNOT3	44.2391	29.1354	51.0035	18.1795	34.522	48.3875	3701.7858	-0.0885	0.2346	-0.3772	0.7061	0.856	NC
ENSG00000105617.4	LENG1	6.6621	6.3397	7.8032	2.9304	4.1838	6.1952	578.5226	-0.445	0.3355	-1.3265	0.1847	0.4273	NC
ENSG00000167608.11	TMC4	6.2011	1.032	3.9581	1.5206	2.7967	3.5316	297.5249	-0.1398	0.4816	-0.2903	0.7716	0.8934	NC
ENSG00000125505.17	MBOAT7	306.2026	40.7147	117.5757	49.3858	88.9114	81.0657	10569.5408	-0.6388	0.5542	-1.1525	0.2491	0.5025	NC
ENSG00000170892.12	TSEN34	33.1025	5.9995	21.129	12.0171	18.5102	23.2917	1842.1571	0.2456	0.4593	0.5347	0.5929	0.7861	NC
ENSG00000170889.14	RPS9	648.997	619.0444	685.5506	378.6057	504.7412	668.4044	60870.2754	-0.1064	0.3506	-0.3034	0.7616	0.8879	NC
ENSG00000204577.11	LILRB3	199.293	19.9604	116.2752	132.0894	80.3797	142.5329	11985.7918	0.7037	0.664	1.0598	0.2892	0.5453	NC
ENSG00000244482.10	LILRA6	75.0185	5.9428	51.3051	63.4221	71.6914	167.2032	7192.6027	1.6053	0.6463	2.4838	0.013	0.0903	NC
ENSG00000105609.16	LILRB5	2.2327	0.3402	1.0367	5.3313	10.3066	2.3402	424.8661	2.8894	0.7128	4.0538	1e-4	0.0018	Up
ENSG00000131042.14	LILRB2	393.9035	43.3345	243.3316	217.5572	314.4266	476.2671	27736.7108	0.9925	0.5623	1.765	0.0776	0.2611	NC
ENSG00000187116.14	LILRA5	35.5974	4.2756	34.8317	45.0025	46.7378	66.4626	4105.601	1.6064	0.5946	2.7015	0.0069	0.0596	NC
ENSG00000275210.1	AC245884.11	2.5762	0.1815	1.7529	1.8161	2.0434	1.3105	169.9533	0.8495	0.7349	1.1558	0.2477	0.501	NC
ENSG00000239961.3	LILRA4	4.2757	1.0887	6.1634	0.3201	1.8122	0.4	207.0351	-1.8048	0.7034	-2.5659	0.0103	0.0775	NC
ENSG00000167613.16	LAIR1	70.3903	30.1561	68.7963	66.2478	87.3975	123.2834	7698.8928	1.0538	0.2976	3.5409	4e-4	0.0085	Up
ENSG00000167614.14	TTYH1	1.2474	1.5424	1.9791	1.5452	1.4916	2.8168	188.5783	0.5275	0.452	1.1669	0.2432	0.4961	NC
ENSG00000226696.6	LENG8-AS1	5.27	4.9447	5.4095	3.0966	5.6977	8.7397	561.2871	0.2946	0.3354	0.8786	0.3796	0.6294	NC
ENSG00000167615.16	LENG8	818.7038	476.3843	741.9447	228.7555	591.6838	706.8523	57734.7367	-0.2361	0.2629	-0.8979	0.3692	0.6204	NC
ENSG00000275183.2	LENG9	1.2474	0.6691	1.6963	1.3174	1.4244	2.536	152.8187	0.8849	0.3822	2.3155	0.0206	0.1204	NC
ENSG00000167618.10	LAIR2	3.9864	7.1109	3.9581	0.4309	4.1838	4.306	406.929	-0.9187	0.6901	-1.3311	0.1831	0.4259	NC
ENSG00000104970.11	KIR3DX1	9.5366	3.89	10.7812	1.1204	4.1987	7.4717	557.8543	-0.7914	0.4527	-1.7481	0.0805	0.2672	NC
ENSG00000239998.6	LILRA2	155.7408	15.0837	67.4581	78.3326	77.1431	166.3012	9213.819	0.8792	0.6183	1.4219	0.1551	0.3878	NC
ENSG00000104974.12	LILRA1	82.9461	12.7928	73.9985	51.9837	89.7243	137.6227	7303.763	1.0887	0.5043	2.1587	0.0309	0.1542	NC
ENSG00000104972.15	LILRB1	92.6545	23.8958	98.0866	52.1869	97.5624	110.0845	7778.8692	0.6473	0.4028	1.607	0.1081	0.3176	NC
ENSG00000186818.12	LILRB4	18.8473	1.8259	22.1468	33.244	40.5255	53.2126	3014.0965	2.0819	0.6426	3.2399	0.0012	0.0184	NC
ENSG00000243772.8	KIR2DL3	9.6722	4.0601	11.0451	1.6006	1.9166	4.8422	509.3822	-1.3079	0.3842	-3.4042	7e-4	0.0121	NC
ENSG00000242473.1	KIR2DP1	4.592	1.6445	2.9592	0.9358	0.5817	1.3786	193.4854	-1.2454	0.49370000000000003	-2.5224	0.0117	0.0837	NC
ENSG00000125498.20	KIR2DL1	6.1649	5.3644	5.7299	1.0527	1.059	1.6594	350.7876	-1.9295	0.401	-4.8121	0	1e-4	Down
ENSG00000167633.18	KIR3DL1	6.409	6.9521	8.1048	0.4248	1.2454	2.3743	413.8819	-2.4035	0.4474	-5.3718	0	0	Down
ENSG00000221957.8	KIR2DS4	9.9886	7.2243	10.1404	2.3763	1.3946	3.3784	570.9031	-1.5788	0.4726	-3.3407	8e-4	0.0142	NC
ENSG00000240403.5	KIR3DL2	7.4847	4.3437	6.7665	1.7114	2.5804	6.5612	468.7126	-0.6322	0.3626	-1.7435	0.0812	0.2689	NC
ENSG00000186431.19	FCAR	87.4477	4.9334	36.8296	40.4345	30.368	55.0508	4246.9004	0.5445	0.7304	0.7454	0.456	0.6899	NC
ENSG00000189430.13	NCR1	13.7219	6.6572	16.9258	3.0227	3.6767	7.0207	801.7684	-1.1424	0.3318	-3.443	6e-4	0.0109	NC
ENSG00000167634.12	NLRP7	2.6305	1.497	3.0911	0.5602	0.6787	2.7317	173.7702	-0.741	0.4889	-1.5155	0.1296	0.3509	NC
ENSG00000022556.16	NLRP2	11.7423	1.3609	11.0451	3.0597	9.6653	3.1487	629.7194	-0.1195	0.6827	-0.175	0.8611	0.9408	NC
ENSG00000267265.5	AC011476.3	2.6938	0.93	2.6765	0.8619	1.0739	1.5828	157.4759	-0.4684	0.38	-1.2324	0.2178	0.4678	NC
ENSG00000088053.11	GP6	8.1355	1.1114	12.5718	10.1333	2.8339	14.7222	858.1793	0.9295	0.7733	1.202	0.2294	0.4812	NC
ENSG00000160439.16	RDH13	13.062	5.9087	14.2493	4.0939	7.6666	10.7225	890.8978	-0.2963	0.2688	-1.1023	0.2703	0.5256	NC
ENSG00000131037.15	EPS8L1	1.9706	1.6785	2.5068	1.7853	2.0211	3.5316	233.8915	0.5054	0.3615	1.398	0.1621	0.3977	NC
ENSG00000125503.13	PPP1R12C	121.9785	64.6218	127.7161	46.5292	93.9902	120.0922	9369.1816	-0.0288	0.2234	-0.129	0.8973	0.9575	NC
ENSG00000287170.1	AC010327.8	1.7989	0.4423	1.9414	0.6279	1.2454	1.6935	121.9859	0.0975	0.4425	0.2204	0.8256	0.9225	NC
ENSG00000180089.5	TMEM86B	3.9412	5.3644	3.1854	4.2232	5.5262	2.6296	477.8615	0.2829	0.6156	0.4595	0.6459	0.8207	NC
ENSG00000276570.1	AC010327.6	2.1966	1.7465	2.2618	0.6833	1.6855	1.8807	172.849	-0.3847	0.3273	-1.1754	0.2398	0.4925	NC
ENSG00000105063.19	PPP6R1	229.7831	149.2607	245.2919	131.2891	189.1586	206.7319	19682.1459	0.0692	0.2919	0.237	0.8127	0.9161	NC
ENSG00000133265.11	HSPBP1	11.0101	8.5739	14.1174	7.4368	14.7216	16.0242	1218.5722	0.4089	0.2769	1.4766	0.1398	0.3658	NC
ENSG00000160469.17	BRSK1	1.1661	1.1114	1.7529	0.7203	1.4692	1.5999	132.1565	0.1219	0.3595	0.3392	0.7345	0.8731	NC
ENSG00000180061.10	TMEM150B	7.4485	0.4536	9.9142	20.1434	20.2851	39.1287	1731.71	2.6589	0.7406	3.59	3e-4	0.0075	Up
ENSG00000133247.14	KMT5C	17.3015	8.6193	16.1718	5.2636	9.3893	12.8585	1127.2854	-0.3582	0.2318	-1.5452	0.1223	0.3398	NC
ENSG00000108107.14	RPL28	553.7211	578.3978	599.6966	260.6266	525.3694	563.1961	52799.2297	-0.2046	0.351	-0.5827	0.5601	0.763	NC
ENSG00000108106.14	UBE2S	25.3195	12.2031	26.2557	8.2864	19.3678	19.3005	1794.2059	-0.1738	0.2692	-0.6455	0.5186	0.7354	NC
ENSG00000187902.11	SHISA7	0.1085	0.4083	0.0754	3.5953	0.4997	0.034	135.1774	3.3984	1.8008	1.8872	0.0591	0.2241	NC
ENSG00000063241.8	ISOC2	5.4418	3.7993	5.1644	3.7738	9.3222	10.1013	634.667	0.8652	0.2847	3.0386	0.0024	0.0298	NC
ENSG00000197483.10	ZNF628	10.4677	7.6326	15.7195	7.1844	8.1513	10.9523	1025.7032	-0.0185	0.3582	-0.0518	0.9587	0.9835	NC
ENSG00000090971.5	NAT14	2.2779	1.5424	3.2231	0.8557	2.5431	2.553	210.5714	-0.0417	0.3469	-0.1202	0.9044	0.9609	NC
ENSG00000218891.5	ZNF579	3.6791	3.391	5.8995	1.8223	3.274	3.1572	357.1253	-0.3879	0.354	-1.0956	0.2733	0.5285	NC
ENSG00000179943.8	FIZ1	7.1773	7.0315	8.1236	4.3463	6.7642	8.9184	729.4867	0.0361	0.337	0.107	0.9148	0.9644	NC
ENSG00000171443.7	ZNF524	8.6417	6.4077	10.7247	5.9839	9.2402	13.3266	919.7422	0.3849	0.2721	1.4147	0.1572	0.3911	NC
ENSG00000261221.3	ZNF865	25.193	22.7503	38.2432	9.2652	17.2871	23.6321	2243.6398	-0.5891	0.305	-1.9318	0.0534	0.2119	NC
ENSG00000276488.1	AC008735.4	1.8892	0.8846	2.3183	0.6403	1.1783	1.5914	136.1487	-0.2975	0.3241	-0.9177	0.3588	0.6111	NC
ENSG00000179922.5	ZNF784	3.8418	2.8353	4.3728	2.284	3.4977	5.7357	378.6419	0.2682	0.2877	0.932	0.3514	0.6044	NC
ENSG00000213015.9	ZNF580	22.0834	18.0551	25.6902	9.5977	15.6762	25.6745	1941.4837	-0.1931	0.2884	-0.6693	0.5033	0.7251	NC
ENSG00000171425.10	ZNF581	13.5592	9.4131	14.1551	7.0182	13.1555	18.4155	1262.6718	0.2522	0.2453	1.0285	0.3037	0.5592	NC
ENSG00000173581.7	CCDC106	2.4859	2.0527	2.0168	1.0281	2.9309	5.0889	254.2871	0.4974	0.4208	1.1821	0.2372	0.4898	NC
ENSG00000063244.12	U2AF2	179.0536	97.6812	156.4975	85.4739	152.541	181.8829	14278.618	0.2166	0.2303	0.9403	0.3471	0.6004	NC
ENSG00000267523.1	AC008735.2	1.835	3.0281	8.2367	0.5233	0.8204	1.5063	251.1493	-1.9984	0.5623	-3.5538	4e-4	0.0082	Down
ENSG00000267096.1	AC008735.1	3.3446	2.0301	2.8084	1.1389	1.8644	2.2892	224.229	-0.3767	0.2892	-1.3027	0.1927	0.4384	NC
ENSG00000063245.14	EPN1	54.4537	35.7132	73.3765	68.3841	60.5421	77.2872	6693.9471	0.7614	0.415	1.8346	0.0666	0.2398	NC
ENSG00000142409.6	ZNF787	35.8143	19.7563	33.6631	20.3896	26.4378	37.1203	2937.6303	0.2199	0.2786	0.7894	0.4299	0.6704	NC
ENSG00000167685.15	ZNF444	12.0767	16.4787	17.4158	4.2171	13.4836	14.2116	1309.4789	-0.475	0.4348	-1.0924	0.2746	0.5303	NC
ENSG00000131848.9	ZSCAN5A	1.6452	1.5084	1.6398	1.496	2.0509	3.3614	203.4955	0.7108	0.3627	1.96	0.05	0.204	NC
ENSG00000240225.10	ZNF542P	3.7423	2.6425	5.9938	0.6156	1.9017	2.6976	274.4007	-1.1022	0.3858	-2.8569	0.0043	0.0437	NC
