Gid	Name	CPM-nCoV1	CPM-nCoV2	CPM-Ctrl1	CPM-Ctrl2	CPM-Ctrl3	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Tag
ENSG00000133028.12	SCO1	10.2003	12.6844	53.3039	55.154	57.0053	138.5529	-1.0228	0.3477	-2.9414	0.0033	0.0099	NC
ENSG00000170222.12	ADPRM	4.8961	19.0266	11.7682	12.0451	14.373	91.1624	1.4077	0.7413	1.8989	0.0576	0.112	NC
ENSG00000188803.15	SHISA6	4.8961	3.8758	0.0677	0.0343	0	24.7488	8.389	1.1104	7.5552	0	0	Up
ENSG00000007174.18	DNAH9	7.3442	12.6844	6.9593	3.324	0.7299	63.4212	2.9054	0.8657	3.3561	8e-4	0.0028	NC
ENSG00000154957.14	ZNF18	6.1202	7.7516	18.4904	17.1853	15.0654	55.2463	-0.1293	0.5344	-0.2419	0.8089	0.8904	NC
ENSG00000065559.15	MAP2K4	22.8486	16.2078	43.0427	44.788	46.0197	167.0013	0.093	0.1668	0.5575	0.5772	0.7358	NC
ENSG00000006744.19	ELAC2	13.8724	10.9227	79.7696	68.5698	82.2516	184.3842	-1.3353	0.229	-5.8301	0	0	NC
ENSG00000236088.10	COX10-AS1	8.1602	4.9328	9.1944	9.3894	9.7317	53.4962	0.8456	0.3981	2.1242	0.0336	0.0717	NC
ENSG00000006695.12	COX10	11.4243	11.275	19.3879	19.0358	17.1053	86.1731	0.5979	0.2247	2.6605	0.0078	0.0212	NC
ENSG00000109099.15	PMP22	28.1527	11.275	11.802	52.207	11.7342	143.1691	0.9849	0.681	1.4462	0.1481	0.2456	NC
ENSG00000221926.12	TRIM16	10.2003	6.6945	7.6027	6.0654	5.0717	54.5723	1.7452	0.4215	4.1407	0	2e-4	NC
ENSG00000265519.1	AC015922.2	1.224	6.3422	1.1684	0.6511	1.048	22.6535	3.3952	0.8177	4.1519	0	2e-4	NC
ENSG00000170425.3	ADORA2B	7.3442	2.1141	13.6308	12.5591	7.6169	41.3464	0.0022	0.4949	0.0044	0.9965	0.998	NC
ENSG00000214941.8	ZSWIM7	11.4243	23.607	28.6331	25.3239	24.7597	142.8043	0.8678	0.4426	1.9604	0.0499	0.0994	NC
ENSG00000011295.16	TTC19	16.7284	10.218	44.0418	49.397	49.6691	143.6512	-0.5386	0.214	-2.5168	0.0118	0.0305	NC
ENSG00000141027.21	NCOR1	166.0603	125.082	274.6472	270.7669	309.0939	1172.0794	0.3066	0.1102	2.782	0.0054	0.0153	NC
ENSG00000170315.14	UBB	9.7923	13.0367	288.007	257.7623	310.8157	507.501	-3.3124	0.2602	-12.7306	0	0	Down
ENSG00000187688.15	TRPV2	4.0801	11.6273	458.3831	345.3507	405.8869	671.5754	-4.3258	0.4833	-8.9503	0	0	Down
ENSG00000175061.18	SNHG29	18.7685	22.1977	118.9855	119.2005	130.5733	291.5839	-1.299	0.2256	-5.7592	0	0	NC
ENSG00000181350.12	LRRC75A	0	8.8086	56.8428	51.4702	104.1105	134.2337	-2.6448	1.3083	-2.0215	0.0432	0.0885	NC
ENSG00000197566.10	ZNF624	4.8961	4.9328	15.6119	19.2242	15.9825	46.4598	-0.5733	0.4467	-1.2835	0.1993	0.315	NC
ENSG00000133030.21	MPRIP	22.4406	28.8922	199.2631	173.018	199.7058	434.9258	-1.5537	0.2284	-6.8036	0	0	NC
ENSG00000154803.13	FLCN	17.9525	2.8187	81.0903	79.1414	50.0247	159.0394	-1.5503	0.7088	-2.187	0.0287	0.0638	NC
ENSG00000141030.13	COPS3	33.4569	9.8656	50.8487	51.4359	51.5593	184.4743	-0.025	0.5074	-0.0494	0.9606	0.9793	NC
ENSG00000215030.5	RPL13P12	17.1364	14.798400000000001	1.761	5.6199	2.3581	89.4217	3.639	0.4972	7.3192	0	0	Up
ENSG00000141026.6	MED9	8.9762	1.4094	18.5751	15.609	17.6481	49.9151	-0.589	0.5872	-1.0031	0.3158	0.4601	NC
ENSG00000108557.19	RAI1	9.7923	2.8187	30.9528	27.6198	22.5701	69.3436	-0.9328	0.4532	-2.0583	0.0396	0.0821	NC
ENSG00000072310.17	SREBF1	14.6884	6.3422	92.4013	78.5589	68.6834	177.7093	-1.6618	0.3075	-5.4036	0	0	NC
ENSG00000175662.17	TOM1L2	2.4481	10.5703	42.8734	35.6728	45.2899	104.3134	-1.1576	0.6703	-1.727	0.0842	0.1538	NC
ENSG00000171953.16	ATPAF2	10.6083	2.8187	22.8252	19.3613	20.0436	56.9414	-0.6737	0.7454	-0.9038	0.3661	0.5173	NC
ENSG00000141034.10	GID4	4.0801	12.6844	20.7425	21.8971	22.9257	80.8752	0.0288	0.5991	0.048	0.9617	0.9798	NC
ENSG00000108591.10	DRG2	4.8961	4.5805	40.6214	34.3706	40.4989	81.3359	-1.7474	0.3689	-4.736	0	0	NC
ENSG00000091542.9	ALKBH5	20.4005	14.798400000000001	100.275	89.3361	99.0762	234.9116	-1.1753	0.194	-6.0588	0	0	NC
ENSG00000177731.16	FLII	29.3768	18.3219	228.6243	207.44	227.8903	461.5729	-1.9443	0.1682	-11.5591	0	0	NC
ENSG00000177302.15	TOP3A	6.5282	5.2852	14.8838	16.9797	17.4984	51.9519	-0.2079	0.3167	-0.6564	0.5115	0.6751	NC
ENSG00000154874.15	CCDC144B	7.3442	8.4562	7.2641	13.1417	8.8895	56.2537	1.0166	0.3913	2.5977	0.0094	0.0249	NC
ENSG00000171928.14	TVP23B	9.7923	4.2281	28.7516	29.0933	34.7721	80.2924	-0.8995	0.3132	-2.8718	0.0041	0.012	NC
ENSG00000166484.20	MAPK7	13.0563	4.9328	52.271	32.7429	40.0123	107.7175	-0.9891	0.3793	-2.608	0.0091	0.0242	NC
ENSG00000189343.7	RPS2P46	11.8323	14.798400000000001	4.1824	2.4844	2.8072	66.3373	3.2881	0.4568	7.1985	0	0	Up
ENSG00000142494.13	SLC47A1	9.7923	32.768	291.7999	226.4929	340.4787	566.2272	-2.3342	0.7688	-3.0362	0.0024	0.0075	NC
ENSG00000072210.19	ALDH3A2	109.3468	115.2164	318.8921	326.9489	347.4967	1107.8939	-0.2294	0.1603	-1.4317	0.1522	0.2512	NC
ENSG00000083290.20	ULK2	35.0889	8.8086	34.9828	39.4422	28.9331	157.6113	0.5455	0.4668	1.1685	0.2426	0.3712	NC
ENSG00000108599.15	AKAP10	44.8812	35.9391	70.5413	68.5013	64.9778	310.8658	0.5421	0.1232	4.3995	0	1e-4	NC
ENSG00000128487.16	SPECC1	44.0651	11.275	10.4644	14.2554	5.4834	159.3079	2.7721	0.5946	4.662	0	0	NC
ENSG00000170298.15	LGALS9B	13.0563	0.7047	0.0339	0.1713	0.0374	33.768	7.6448	1.296	5.8987	0	0	NC
ENSG00000124422.12	USP22	17.1364	23.2547	172.2217	145.6895	156.0816	353.8805	-1.6322	0.24	-6.8024	0	0	NC
ENSG00000109016.17	DHRS7B	6.5282	8.4562	18.7444	17.0482	18.4341	66.0458	0.0457	0.2713	0.1686	0.8661	0.9255	NC
ENSG00000034152.19	MAP2K3	11.0163	7.0469	69.7624	57.1587	70.9292	148.802	-1.5851	0.2745	-5.7748	0	0	NC
ENSG00000212719.13	LINC02693	3.2641	5.6375	15.7304	14.0841	12.9132	52.9345	-0.1165	0.5786	-0.2013	0.8405	0.9096	NC
ENSG00000256618.2	MTRNR2L1	11.4243	16.2078	0.0339	0.1028	0.0374	80.5285	9.3322	0.6609	14.1204	0	0	Up
ENSG00000109046.15	WSB1	184.8288	99.0086	326.4949	395.7586	413.0921	1323.7	-0.1108	0.2101	-0.5274	0.5979	0.7504	NC
ENSG00000141068.14	KSR1	17.5445	5.9898	210.4048	152.286	213.1805	359.745	-2.7649	0.3769	-7.3363	0	0	Down
ENSG00000168961.17	LGALS9	86.0902	86.3242	454.4378	450.964	436.0178	1137.8342	-1.0726	0.1356	-7.9118	0	0	NC
ENSG00000007171.18	NOS2	0	7.7516	0.1355	0.1713	0.1871	18.508	5.7751	1.4816	3.8979	1e-4	4e-4	NC
ENSG00000087095.13	NLK	21.2165	17.6172	65.6816	67.9016	61.2723	201.1405	-0.4455	0.1749	-2.5475	0.0108	0.0282	NC
ENSG00000109083.13	IFT20	23.2566	11.275	19.0153	16.8769	17.4796	106.5716	1.1755	0.2545	4.6198	0	0	NC
ENSG00000109079.10	TNFAIP1	30.6008	4.2281	32.68	30.8239	25.5644	130.5018	0.4467	0.7529	0.5934	0.5529	0.7164	NC
ENSG00000004142.12	POLDIP2	16.3204	16.9125	86.3902	82.8938	87.9409	218.5304	-1.06	0.1817	-5.8336	0	0	NC
ENSG00000244045.13	TMEM199	11.8323	11.275	19.3371	17.6136	18.8084	90.9974	0.6572	0.5374	1.2231	0.2213	0.3444	NC
ENSG00000004139.14	SARM1	5.7121	2.8187	11.565	11.1884	8.7398	35.1929	-0.0628	0.4003	-0.1569	0.8753	0.9301	NC
ENSG00000263266.2	RPS7P1	13.0563	8.1039	1.8287	2.3645	2.5452	53.744	3.4922	0.3006	11.6186	0	0	Up
ENSG00000109103.11	UNC119	5.7121	5.6375	52.7451	46.9983	50.7546	105.085	-1.8519	0.3034	-6.1043	0	0	NC
ENSG00000087111.21	PIGS	26.1127	3.5234	105.1177	93.7395	104.5971	227.8068	-1.5878	0.7002	-2.2676	0.0234	0.0536	NC
ENSG00000076382.17	SPAG5	4.0801	11.275	17.1358	10.2118	12.0898	66.3743	0.699	0.6236	1.1209	0.2623	0.3957	NC
ENSG00000007202.15	KIAA0100	56.3055	21.8453	367.675	330.2215	367.8584	729.2943	-2.0483	0.3398	-6.0271	0	0	NC
ENSG00000132581.10	SDF2	13.8724	14.798400000000001	44.0418	45.5248	50.6423	139.5526	-0.4478	0.2832	-1.5813	0.1138	0.1973	NC
ENSG00000109111.15	SUPT6H	102.8187	44.3953	180.4002	193.0647	172.8688	632.6808	-0.1077	0.2884	-0.3733	0.7089	0.8275	NC
ENSG00000109113.20	RAB34	26.5207	10.5703	57.3508	47.2381	59.2885	172.7625	-0.3593	0.39	-0.9213	0.3569	0.5075	NC
ENSG00000198242.14	RPL23A	102.4106	103.9414	66.4605	64.6633	75.9447	634.9732	1.8788	0.1721	10.9158	0	0	NC
ENSG00000173065.13	FAM222B	13.0563	42.2812	51.6276	54.5886	58.1282	236.0612	0.3999	0.5789	0.6908	0.4897	0.6529	NC
ENSG00000132591.12	ERAL1	10.6083	0.7047	43.0766	39.5108	40.8357	96.0006	-1.4673	0.9885	-1.4843	0.1377	0.2313	NC
ENSG00000132589.16	FLOT2	36.7209	29.2445	312.2206	285.9304	322.1194	641.3277	-1.9367	0.1532	-12.6414	0	0	NC
ENSG00000109118.14	PHF12	17.9525	12.6844	68.6279	65.9998	65.8762	176.8664	-0.8511	0.1934	-4.4018	0	1e-4	NC
ENSG00000196535.16	MYO18A	23.6646	24.6641	68.7126	80.8034	57.8662	230.0905	-0.2164	0.2289	-0.9455	0.3444	0.4933	NC
ENSG00000108256.9	NUFIP2	107.7148	104.9984	324.6831	415.7196	317.8337	1091.5121	-0.4323	0.1742	-2.4821	0.0131	0.0332	NC
ENSG00000160551.11	TAOK1	188.5009	146.575	235.2788	266.0037	243.1803	1231.8795	0.7203	0.0861	8.3609000000000009	0	0	NC
ENSG00000168792.5	ABHD15	8.9762	6.3422	62.9386	54.006	76.5249	134.1244	-1.8595	0.3651	-5.093	0	0	NC
ENSG00000108262.15	GIT1	18.7685	5.6375	82.4449	74.6695	72.8942	178.6	-1.4247	0.351	-4.0593	0	2e-4	NC
ENSG00000141298.19	SSH2	226.8539	96.8945	210.9128	178.9978	181.8893	1080.3436	0.9836	0.2717	3.6203	3e-4	0.0012	NC
ENSG00000126653.18	NSRP1	50.5933	31.3586	49.8327	51.5901	48.1345	275.8711	0.9833	0.14	7.0238	0	0	NC
ENSG00000108578.15	BLMH	18.7685	9.8656	36.0157	32.8628	33.8925	125.1465	0.0133	0.2051	0.0651	0.9481	0.9719	NC
ENSG00000108582.12	CPD	45.6972	29.2445	156.0003	142.7082	151.3842	425.2676	-0.7186	0.1493	-4.8135	0	0	NC
ENSG00000108587.15	GOSR1	24.0726	26.7781	73.3521	69.101	65.0901	245.0877	-0.1075	0.1972	-0.5453	0.5855	0.7422	NC
ENSG00000264538.6	SUZ12P1	2.8561	5.9898	6.6037	5.38	6.0823	35.2977	0.9412	0.4162	2.2616	0.0237	0.0543	NC
ENSG00000176390.12	CRLF3	52.6334	11.275	56.9613	55.5481	59.2885	241.5991	0.3558	0.5337	0.6666	0.505	0.669	NC
ENSG00000176208.9	ATAD5	11.8323	2.1141	12.8519	10.4345	11.0043	48.6548	0.4206	0.6451	0.652	0.5144	0.6779	NC
ENSG00000172171.11	TEFM	2.4481	5.6375	10.3458	9.3208	8.5152	38.2386	0.1847	0.5144	0.3591	0.7195	0.8336	NC
ENSG00000184060.11	ADAP2	56.3055	16.5602	65.7494	70.9686	76.7307	277.1443	0.1748	0.6198	0.2821	0.7779	0.8707	NC
ENSG00000181481.14	RNF135	35.9049	20.7883	76.5863	73.9841	82.1206	262.3683	-0.1869	0.2118	-0.8828	0.3774	0.5302	NC
ENSG00000264743.2	DPRXP4	6.5282	2.1141	0.3895	0.3598	0.2994	18.1625	4.7696	0.5775	8.2591	0	0	Up
ENSG00000196712.17	NF1	109.7548	84.9148	103.9155	105.7675	103.2122	646.6313	1.1877	0.0806	14.7312	0	0	NC
ENSG00000126861.5	OMG	65.2817	59.8984	5.7402	3.4268	3.2751	323.0335	5.1994	0.283	18.3713	0	0	Up
ENSG00000185862.7	EVI2B	223.9978	70.1164	321.5844	301.0425	392.5807	1231.7686	-0.0023	0.4305	-0.0054	0.9957	0.9977	NC
ENSG00000126860.11	EVI2A	69.3618	39.4625	52.3726	69.615	68.0471	374.7319	1.0619	0.2016	5.2668	0	0	NC
ENSG00000131242.18	RAB11FIP4	3.2641	5.2852	81.92	56.1478	58.5025	126.4265	-2.5821	0.4084	-6.3219	0	0	NC
ENSG00000172301.11	COPRS	10.6083	12.6844	49.5449	50.7335	45.6454	138.7789	-0.7357	0.2222	-3.3107	9e-4	0.0033	NC
ENSG00000108651.10	UTP6	28.1527	25.7211	77.2805	81.6773	79.1262	255.5465	-0.2888	0.2187	-1.3209	0.1865	0.2981	NC
ENSG00000178691.11	SUZ12	44.4732	23.607	56.5042	59.1633	57.5481	261.6397	0.5088	0.4136	1.2303	0.2186	0.3409	NC
ENSG00000185158.12	LRRC37B	17.5445	36.6437	9.8887	12.7476	11.1166	159.3586	2.6041	0.4417	5.896	0	0	NC
ENSG00000126858.18	RHOT1	72.6259	44.043	121.1191	126.4653	123.1809	491.4995	0.201	0.1304	1.5414	0.1232	0.2107	NC
ENSG00000108666.10	C17orf75	1.224	7.7516	12.7164	14.9579	11.547	40.5676	-0.3443	0.9255	-0.372	0.7099	0.8281	NC
ENSG00000010244.18	ZNF207	222.3658	118.3875	251.2801	257.5909	252.388	1246.1876	0.6884	0.1747	3.9401	1e-4	4e-4	NC
ENSG00000108671.11	PSMD11	57.1215	21.8453	97.7182	97.252	86.6122	334.836	-0.0374	0.3024	-0.1236	0.9016	0.9455	NC
ENSG00000176658.17	MYO1D	23.6646	11.275	2.4044	2.9128	1.703	91.8796	4.1725	0.3316	12.5817	0	0	Up
ENSG00000108691.9	CCL2	318.6562	117.3304	12.0222	23.7476	5.4273	1099.4504	5.2441	0.5529	9.4852	0	0	Up
ENSG00000108688.11	CCL7	9.3842	7.0469	0.3048	0.9252	0.0561	36.0744	5.3621	0.9405	5.7015	0	0	NC
ENSG00000108700.5	CCL8	13.8724	26.0734	0.6942	2.0561	0.6737	109.6191	5.5084	0.6173	8.9232	0	0	Up
ENSG00000198783.6	ZNF830	10.6083	0	17.6946	17.8535	20.0623	51.4512	-0.7567	1.2505	-0.6051	0.5451	0.7093	NC
ENSG00000005156.12	LIG3	4.0801	8.4562	33.8483	35.7927	32.8258	89.276	-1.0825	0.3061	-3.5361	4e-4	0.0016	NC
ENSG00000092871.16	RFFL	39.985	31.7109	32.0535	29.8644	31.235	228.8316	1.4972	0.1355	11.051	0	0	NC
ENSG00000166750.10	SLFN5	170.5484	73.9922	182.9909	213.4369	169.7621	907.2483	0.6415	0.2723	2.3555	0.0185	0.0446	NC
ENSG00000172716.16	SLFN11	55.4894	59.8984	498.2933	569.5134	423.9655	1076.4991	-1.783	0.2084	-8.5571	0	0	NC
ENSG00000172123.12	SLFN12	13.0563	18.6742	25.5344	26.9859	23.5245	132.581	0.7501	0.3307	2.2684	0.0233	0.0535	NC
ENSG00000006125.18	AP2B1	118.7311	69.0594	255.6657	263.6735	258.0212	890.2942	-0.1615	0.1746	-0.9252	0.3548	0.5052	NC
ENSG00000270647.6	TAF15	19.5845	21.1406	90.0816	85.6352	93.3495	246.5027	-0.8205	0.2015	-4.0713	0	2e-4	NC
ENSG00000271503.6	CCL5	12.2403	1.4094	2.7092	3.7009	5.2214	37.9612	1.9914	0.8638	2.3053	0.0212	0.0492	NC
ENSG00000274736.5	CCL23	0	8.4562	7.9583	13.1246	10.1434	39.9004	0.1309	1.3457	0.0973	0.9225	0.9577	NC
ENSG00000275385.2	CCL18	108.9388	30.6539	49.511	105.4077	19.8751	415.6807	1.4337	0.686	2.09	0.0366	0.0769	NC
ENSG00000277632.2	CCL3	8.1602	1.4094	0.9821	2.7243	1.2726	24.1909	2.685	0.8074	3.3255	9e-4	0.0031	NC
ENSG00000275302.2	CCL4	10.6083	15.1508	3.6574	7.0763	5.2589	78.3969	2.6391	0.418	6.3137	0	0	NC
ENSG00000276085.1	CCL3L1	4.8961	5.6375	0.3048	0.6511	0.262	26.0192	4.9677	0.5863	8.4725	0	0	Up
ENSG00000276070.5	CCL4L2	14.6884	10.9227	1.5239	3.461	3.2189	73.7609	3.5756	0.4087	8.7478	0	0	Up
ENSG00000273611.5	ZNHIT3	2.4481	9.8656	9.4823	10.2289	9.9001	57.6817	0.9739	0.7783	1.2514	0.2108	0.3305	NC
ENSG00000278311.5	GGNBP2	44.0651	59.1937	41.5357	44.4967	41.8276	348.3481	1.6533	0.2836	5.8288	0	0	NC
ENSG00000275700.5	AATF	6.5282	11.275	42.0606	35.707	40.5737	103.4178	-0.8839	0.409	-2.1612	0.0307	0.067	NC
ENSG00000278540.5	ACACA	4.0801	9.8656	13.2413	12.7305	11.678	60.4552	0.5802	0.4538	1.2786	0.201	0.3172	NC
ENSG00000276234.5	TADA2A	13.8724	9.1609	6.3497	7.556	7.1865	67.6356	1.9905	0.238	8.3646	0	0	NC
ENSG00000275066.5	SYNRG	45.6972	33.825	23.9597	26.6946	25.1527	244.7951	1.95	0.1347	14.4807	0	0	NC
ENSG00000278053.5	DDX52	7.3442	7.7516	19.3201	17.2538	14.8034	60.4419	0.0725	0.3446	0.2105	0.8333	0.9056	NC
ENSG00000278845.5	MRPL45	6.5282	7.0469	7.6027	7.5903	11.5658	48.7673	0.9162	0.3924	2.3349	0.0195	0.0464	NC
ENSG00000274211.6	SOCS7	0.816	7.7516	2.4214	3.0841	2.3955	33.4963	2.3736	1.0575	2.2445	0.0248	0.0563	NC
ENSG00000275023.5	MLLT6	7.3442	10.5703	18.5582	19.841	23.0941	79.4631	0.1404	0.3024	0.4643	0.6425	0.7823	NC
ENSG00000277791.5	PSMB3	58.3455	41.5766	62.7692	59.5231	60.3179	364.0996	1.04	0.165	6.304	0	0	NC
ENSG00000273559.5	CWC25	14.6884	9.8656	10.7691	10.4688	10.2557	75.8845	1.5014	0.2189	6.8577	0	0	NC
ENSG00000125691.13	RPL23	507.1571	650.0741	285.7888	295.0456	343.1549	3550.779	2.2581	0.2659	8.4926	0	0	Up
ENSG00000002834.18	LASP1	82.0101	83.8578	387.029	365.6887	384.2339	1032.9162	-0.8579	0.1504	-5.7056	0	0	NC
ENSG00000108298.11	RPL19	896.8072	960.1365	443.5162	420.1402	520.2532	5531.615	2.3237	0.2026	11.4718	0	0	Up
ENSG00000108306.13	FBXL20	19.1765	27.8352	33.1879	39.4251	35.5956	174.3083	0.6779	0.3052	2.2208	0.0264	0.0593	NC
ENSG00000125686.12	MED1	48.9613	39.8148	85.0526	101.1585	91.1973	353.7396	0.1799	0.1975	0.9109	0.3623	0.5133	NC
ENSG00000167258.14	CDK12	29.3768	61.6601	117.0383	122.2675	120.0368	421.4508	-0.0819	0.4326	-0.1892	0.8499	0.9157	NC
ENSG00000141741.12	MIEN1	42.4331	23.607	23.0453	20.6635	20.9793	204.7531	1.9081	0.2315	8.2417	0	0	NC
ENSG00000161405.17	IKZF3	34.2729	0	15.2732	26.4719	20.7922	111.6019	0.8691	1.6133	0.5387	0.5901	0.7454	NC
ENSG00000073605.18	GSDMB	0.816	10.218	8.9574	12.4392	8.7772	44.3359	0.473	1.0173	0.465	0.6419	0.7819	NC
ENSG00000108344.15	PSMD3	8.9762	19.7312	167.7176	145.7752	150.6356	322.6987	-2.0122	0.4985	-4.0369	1e-4	3e-4	NC
ENSG00000008838.20	MED24	18.7685	7.3992000000000004	74.2496	71.8595	76.0757	180.1516	-1.2445	0.2208	-5.6375	0	0	NC
ENSG00000126351.12	THRA	4.8961	15.5031	36.4051	31.5778	29.6256	114.6369	-0.1282	0.6333	-0.2024	0.8396	0.9091	NC
ENSG00000188895.12	MSL1	44.0651	36.9961	181.8056	158.814	176.2374	470.8925	-0.8035	0.1507	-5.3315	0	0	NC
ENSG00000108349.17	CASC3	76.298	32.768	125.911	130.1662	129.3381	473.1615	0.0268	0.2697	0.0994	0.9208	0.9568	NC
ENSG00000108352.12	RAPGEFL1	12.2403	2.1141	7.2133	8.1386	7.6169	47.2673	1.146	0.7397	1.5493	0.1213	0.208	NC
ENSG00000171475.14	WIPF2	19.1765	25.3687	89.9969	84.4016	85.8636	256.1119	-0.6165	0.2182	-2.8257	0.0047	0.0136	NC
ENSG00000094804.12	CDC6	4.8961	4.2281	5.9772	2.8614	2.6388	28.4385	1.5247	0.5438	2.8036	0.0051	0.0145	NC
ENSG00000131759.18	RARA	15.5044	13.0367	262.5573	183.9666	226.6926	419.9971	-2.702	0.2645	-10.2155	0	0	Down
ENSG00000265666.1	RARA-AS1	6.1202	4.2281	11.057	10.743	11.3412	43.5397	0.1936	0.3085	0.6277	0.5302	0.6947	NC
ENSG00000131747.15	TOP2A	18.7685	4.2281	38.6572	22.8566	22.5139	101.5588	-0.0205	0.6258	-0.0327	0.9739	0.9862	NC
ENSG00000131746.13	TNS4	15.5044	7.0469	0.1693	0.1713	0.3743	55.1987	6.8081	0.4951	13.7517	0	0	Up
ENSG00000073584.20	SMARCE1	8.1602	7.0469	11.1586	12.7819	12.2021	60.1357	0.6441	0.2664	2.4183	0.0156	0.0385	NC
ENSG00000167920.10	TMEM99	8.9762	1.4094	6.9593	4.1121	6.4005	32.0701	0.9417	0.9788	0.9621	0.336	0.4835	NC
ENSG00000171401.15	KRT13	13.0563	12.6844	0.0677	0	0.3743	58.1358	7.5752	1.1233	6.7436	0	0	NC
ENSG00000171346.16	KRT15	9.7923	9.1609	0.254	0.1542	0.2807	55.4943	6.7709	0.4609	14.692	0	0	Up
ENSG00000171345.13	KRT19	73.4419	75.4015	3.3188	3.9751	0.786	381.6353	6.0793	0.5344	11.3759	0	0	Up
ENSG00000128422.17	KRT17	19.5845	7.7516	0.0677	0.1028	0.0749	68.6277	8.6469	0.5457	15.8451	0	0	Up
ENSG00000173812.11	EIF1	282.3433	277.2945	546.4666	492.5823	588.2067	2289.7059	0.3521	0.1655	2.1271	0.0334	0.0713	NC
ENSG00000173801.17	JUP	12.6483	7.3992000000000004	2.9293	14.9579	26.7435	76.3075	0.7606	0.7549	1.0076	0.3137	0.4575	NC
ENSG00000141698.17	NT5C3B	1.632	7.7516	49.0707	32.126	50.8669	97.5423	-1.7233	0.8089	-2.1305	0.0331	0.0707	NC
ENSG00000178502.6	KLHL11	7.3442	4.2281	4.8427	8.7212	6.1572	36.5245	1.0437	0.4343	2.4034	0.0162	0.0399	NC
ENSG00000131473.17	ACLY	9.7923	14.798400000000001	231.4182	233.2779	230.997	421.2124	-2.9502	0.3116	-9.4666	0	0	Down
ENSG00000204815.10	TTC25	0.816	14.798400000000001	2.4044	1.8333	0.8983	46.8582	3.632	1.1995	3.0279	0.0025	0.0077	NC
ENSG00000173786.17	CNP	18.3605	21.1406	109.6387	102.6834	106.4499	258.7754	-1.1701	0.2595	-4.509	0	0	NC
ENSG00000168259.16	DNAJC7	85.2742	46.8617	91.2499	95.1445	88.4649	474.9374	0.8017	0.1759	4.5577	0	0	NC
ENSG00000168256.18	NKIRAS2	19.9925	11.6273	67.612	61.1166	64.4164	185.7012	-0.7323	0.2041	-3.5887	3e-4	0.0013	NC
ENSG00000108771.13	DHX58	18.7685	12.6844	91.233	90.2442	86.6683	228.8902	-1.1922	0.2009	-5.9355	0	0	NC
ENSG00000108773.11	KAT2A	9.7923	7.0469	71.4218	61.6477	74.0358	147.7743	-1.7621	0.2788	-6.3211	0	0	NC
ENSG00000108774.14	RAB5C	49.3693	36.9961	105.1177	93.3112	102.1455	394.8782	0.1337	0.1834	0.7292	0.4659	0.6269	NC
ENSG00000173757.9	STAT5B	35.0889	19.7312	109.8927	96.6009	104.934	293.8726	-0.6656	0.1797	-3.7043	2e-4	9e-4	NC
ENSG00000126561.16	STAT5A	12.6483	28.1875	223.9509	205.8294	224.8398	455.1977	-2.0053	0.4512	-4.4449	0	0	NC
ENSG00000168610.14	STAT3	111.3869	67.65	425.5676	429.9579	427.7271	1124.5381	-0.972	0.1066	-9.1221	0	0	NC
ENSG00000033627.16	ATP6V0A1	55.8974	56.375	201.4644	229.5085	180.2985	613.2106	-0.5344	0.1767	-3.0247	0.0025	0.0078	NC
ENSG00000267185.1	PTP4A2P1	0.816	10.218	0.3217	0.4455	0.1871	27.1811	5.3702	1.1344	4.7341	0	0	NC
ENSG00000108784.10	NAGLU	11.8323	5.2852	126.9608	113.8376	95.8386	215.5682	-2.469	0.3016	-8.1857	0	0	Down
ENSG00000068120.15	COASY	9.7923	10.5703	72.641	63.2412	71.9023	155.5437	-1.4883	0.2787	-5.3408	0	0	NC
ENSG00000108788.11	MLX	47.3292	52.4992	150.4633	133.5587	127.242	475.9895	-0.1318	0.1836	-0.7179	0.4728	0.6345	NC
ENSG00000141699.11	RETREG3	16.3204	15.5031	75.4348	73.2303	74.3165	199.6657	-0.9169	0.1759	-5.2111	0	0	NC
ENSG00000131462.8	TUBG1	13.4643	13.0367	38.4709	33.8908	33.7615	125.3047	-0.1052	0.2147	-0.49	0.6241	0.769	NC
ENSG00000108799.13	EZH1	13.8724	21.8453	59.7552	61.682	64.248	193.7023	-0.4311	0.2944	-1.4642	0.1431	0.2389	NC
ENSG00000131475.7	VPS25	22.0326	8.4562	37.5396	37.3862	44.2605	143.6687	-0.065	0.3483	-0.1865	0.852	0.9169	NC
ENSG00000183978.8	COA3	19.5845	26.0734	32.917	27.0544	32.3018	168.8971	0.9048	0.2646	3.4194	6e-4	0.0023	NC
ENSG00000176563.10	CNTD1	8.9762	4.9328	1.9811	1.4392	1.179	34.692	3.4114	0.4061	8.4002	0	0	Up
ENSG00000126581.13	BECN1	11.4243	14.0937	95.7709	91.5978	98.1966	211.883	-1.5889	0.2099	-7.5693	0	0	NC
ENSG00000131467.11	PSME3	22.0326	29.2445	152.8	147.9854	150.5046	368.1935	-1.2303	0.2252	-5.4628	0	0	NC
ENSG00000131471.7	AOC3	0.816	17.6172	466.5615	150.3156	601.045	684.5794	-4.1314	1.2039	-3.4317	6e-4	0.0022	NC
ENSG00000131469.14	RPL27	455.7478	524.6397	193.5568	209.4618	232.8872	2869.8607	2.5244	0.212	11.9096	0	0	Up
